RMQHeuristic, RMQNaive, 195708, 2     , 1.6   , 333   , 5.6   , 5.50  , 5.55  , 5.73  
RMQHeuristic, RMQNaive, 195708, 3     , 1.9   , 732   , 6.2   , 6.21  , 6.22  , 6.31  
RMQHeuristic, RMQNaive, 195708, 4     , 2.2   , 232   , 6.7   , 6.59  , 6.71  , 6.79  
RMQHeuristic, RMQNaive, 195708, 5     , 2.7   , 360   , 7.3   , 7.25  , 7.28  , 7.53  
RMQHeuristic, RMQNaive, 195708, 6     , 3.2   , 211   , 7.9   , 7.85  , 7.94  , 8.10  
RMQHeuristic, RMQNaive, 195708, 7     , 3.9   , 288   , 8.8   , 8.73  , 8.79  , 8.93  
RMQHeuristic, RMQNaive, 195708, 8     , 4.7   , 179   , 9.7   , 9.61  , 9.74  , 9.77  
RMQHeuristic, RMQNaive, 195708, 9     , 5.6   , 81    , 11.8  , 11.76 , 11.79 , 11.99 
RMQHeuristic, RMQNaive, 195708, 10    , 6.7   , 25    , 13.4  , 13.25 , 13.35 , 13.65 
RMQHeuristic, RMQNaive, 195708, 11    , 8.0   , 0     , 14.3  , 14.22 , 14.25 , 14.40 
RMQHeuristic, RMQNaive, 195708, 12    , 9.7   , 0     , 14.8  , 14.78 , 14.84 , 14.85 
RMQHeuristic, RMQNaive, 195708, 13    , 11.6  , 0     , 15.6  , 15.57 , 15.64 , 15.73 
