RMQHeuristic, RMQSt, 179443, 2     , 1.6   , 1515  , 24.4  , 24.11 , 24.32 , 24.59 
RMQHeuristic, RMQSt, 179443, 3     , 1.9   , 3392  , 16.5  , 16.38 , 16.57 , 16.67 
RMQHeuristic, RMQSt, 179443, 4     , 2.2   , 948   , 23.7  , 23.57 , 23.65 , 23.91 
RMQHeuristic, RMQSt, 179443, 5     , 2.7   , 1529  , 24.6  , 24.49 , 24.53 , 24.77 
RMQHeuristic, RMQSt, 179443, 6     , 3.2   , 764   , 24.7  , 24.47 , 24.57 , 25.02 
RMQHeuristic, RMQSt, 179443, 7     , 3.9   , 1061  , 16.5  , 16.14 , 16.40 , 17.11 
RMQHeuristic, RMQSt, 179443, 8     , 4.7   , 554   , 23.5  , 23.32 , 23.44 , 23.87 
RMQHeuristic, RMQSt, 179443, 9     , 5.6   , 308   , 24.0  , 23.95 , 24.04 , 24.07 
RMQHeuristic, RMQSt, 179443, 10    , 6.7   , 208   , 24.2  , 24.05 , 24.07 , 24.39 
RMQHeuristic, RMQSt, 179443, 11    , 8.0   , 102   , 24.0  , 23.83 , 24.00 , 24.14 
RMQHeuristic, RMQSt, 179443, 12    , 9.7   , 87    , 24.0  , 23.88 , 23.91 , 24.41 
RMQHeuristic, RMQSt, 179443, 13    , 11.6  , 30    , 24.0  , 23.84 , 23.89 , 24.12 
