Heuristic, RMQ,  Serie, t,    d,    ans,  av_time, min,  med,  max   
RMQHeuristic, RMQNaive, 179443, 25    , 2.3   , 5290  , 0.9   , 0.89  , 0.90  , 0.95  
RMQHeuristic, RMQNaive, 179443, 29    , 2.5   , 5142  , 0.7   , 0.73  , 0.74  , 0.80  
RMQHeuristic, RMQNaive, 179443, 33    , 2.8   , 4890  , 0.7   , 0.69  , 0.70  , 0.74  
RMQHeuristic, RMQNaive, 179443, 37    , 3.1   , 4572  , 0.6   , 0.60  , 0.60  , 0.65  
RMQHeuristic, RMQNaive, 179443, 41    , 3.4   , 4104  , 0.6   , 0.56  , 0.56  , 0.59  
RMQHeuristic, RMQNaive, 179443, 45    , 3.7   , 3537  , 0.5   , 0.48  , 0.48  , 0.50  
RMQHeuristic, RMQNaive, 179443, 49    , 4.1   , 3015  , 0.4   , 0.40  , 0.40  , 0.43  

RMQHeuristic, RMQNaive, 177631, 5     , 1.4   , 1819  , 0.8   , 0.72  , 0.72  , 0.90  
RMQHeuristic, RMQNaive, 177631, 9     , 1.6   , 3350  , 1.3   , 1.28  , 1.29  , 1.39  
RMQHeuristic, RMQNaive, 177631, 13    , 1.7   , 4265  , 1.5   , 0.99  , 1.69  , 1.82  
RMQHeuristic, RMQNaive, 177631, 17    , 1.9   , 4872  , 1.0   , 0.93  , 0.94  , 1.04  
RMQHeuristic, RMQNaive, 177631, 21    , 2.1   , 5072  , 1.0   , 0.95  , 0.98  , 1.04  
RMQHeuristic, RMQNaive, 177631, 25    , 2.3   , 4923  , 1.0   , 0.95  , 0.96  , 1.04  
RMQHeuristic, RMQNaive, 177631, 29    , 2.5   , 4662  , 0.8   , 0.78  , 0.79  , 0.84  
RMQHeuristic, RMQNaive, 177631, 33    , 2.8   , 4407  , 0.7   , 0.71  , 0.71  , 0.78  
RMQHeuristic, RMQNaive, 177631, 37    , 3.1   , 3950  , 0.6   , 0.61  , 0.61  , 0.66  
RMQHeuristic, RMQNaive, 177631, 41    , 3.4   , 3328  , 0.6   , 0.55  , 0.55  , 0.58  
RMQHeuristic, RMQNaive, 177631, 45    , 3.7   , 2772  , 0.5   , 0.46  , 0.46  , 0.49  
RMQHeuristic, RMQNaive, 177631, 49    , 4.1   , 2200  , 0.3   , 0.33  , 0.33  , 0.35  
