RMQHeuristic, RMQNaive, 142941, 2     , 1.6   , 2568  , 1.1   , 0.96  , 1.05  , 1.21  
RMQHeuristic, RMQNaive, 142941, 3     , 1.9   , 2619  , 1.2   , 0.69  , 1.21  , 1.56  
RMQHeuristic, RMQNaive, 142941, 4     , 2.2   , 2306  , 0.6   , 0.51  , 0.55  , 0.65  
RMQHeuristic, RMQNaive, 142941, 5     , 2.7   , 1875  , 0.4   , 0.40  , 0.41  , 0.57  
RMQHeuristic, RMQNaive, 142941, 6     , 3.2   , 1448  , 0.3   , 0.29  , 0.32  , 0.40  
RMQHeuristic, RMQNaive, 142941, 7     , 3.9   , 1056  , 0.2   , 0.21  , 0.21  , 0.23  
RMQHeuristic, RMQNaive, 142941, 8     , 4.7   , 723   , 0.1   , 0.12  , 0.12  , 0.16  
RMQHeuristic, RMQNaive, 142941, 9     , 5.6   , 463   , 0.1   , 0.07  , 0.07  , 0.09  
RMQHeuristic, RMQNaive, 142941, 10    , 6.7   , 258   , 0.0   , 0.04  , 0.04  , 0.05  
RMQHeuristic, RMQNaive, 142941, 11    , 8.0   , 118   , 0.0   , 0.02  , 0.02  , 0.03  
