RMQHeuristic, RMQSt, 191672, 2     , 1.6   , 96    , 4.8   , 3.36  , 3.41  , 7.30  
RMQHeuristic, RMQSt, 191672, 3     , 1.9   , 107   , 4.0   , 3.87  , 3.90  , 4.57  
RMQHeuristic, RMQSt, 191672, 4     , 2.2   , 91    , 4.5   , 4.30  , 4.34  , 5.41  
RMQHeuristic, RMQSt, 191672, 5     , 2.7   , 67    , 5.2   , 4.99  , 5.03  , 5.89  
RMQHeuristic, RMQSt, 191672, 6     , 3.2   , 55    , 5.6   , 5.50  , 5.54  , 6.04  
RMQHeuristic, RMQSt, 191672, 7     , 3.9   , 32    , 6.7   , 6.04  , 6.74  , 7.37  
RMQHeuristic, RMQSt, 191672, 8     , 4.7   , 21    , 7.5   , 6.61  , 7.37  , 8.66  
RMQHeuristic, RMQSt, 191672, 9     , 5.6   , 19    , 10.4  , 10.22 , 10.31 , 10.55 
RMQHeuristic, RMQSt, 191672, 10    , 6.7   , 6     , 9.8   , 9.54  , 9.57  , 10.47 
RMQHeuristic, RMQSt, 191672, 11    , 8.0   , 0     , 10.6  , 10.22 , 10.46 , 11.36 
